cdae0df31e4c2dfb1e885941cd1998e5a2b6e39d,88.39,67.94,0.00
cdae0df31e4c2dfb1e885941cd1998e5a2b6e39d,88.57,68.06,0.00
cdae0df31e4c2dfb1e885941cd1998e5a2b6e39d,88.39,68.00,0.00
a04b9dd0c7c74fabd8c393d2dc68a221276d6e29,88.89,68.15,0.00
a04b9dd0c7c74fabd8c393d2dc68a221276d6e29,88.86,68.20,0.00
a04b9dd0c7c74fabd8c393d2dc68a221276d6e29,88.64,68.14,0.00
a04b9dd0c7c74fabd8c393d2dc68a221276d6e29,87.77,67.63,0.00
a04b9dd0c7c74fabd8c393d2dc68a221276d6e29,88.65,68.10,0.00
4eae859ae8ad7072eaa74aeaee79a2c3c12c55cb,88.70,68.13,0.00
4eae859ae8ad7072eaa74aeaee79a2c3c12c55cb,88.11,67.73,0.00
4eae859ae8ad7072eaa74aeaee79a2c3c12c55cb,89.27,68.44,0.00
4eae859ae8ad7072eaa74aeaee79a2c3c12c55cb,89.30,68.31,0.00
4eae859ae8ad7072eaa74aeaee79a2c3c12c55cb,89.21,68.27,0.00
a831bc185bdd44c06847eae8df2d35cc281f65da,89.64,68.52,0.00
a831bc185bdd44c06847eae8df2d35cc281f65da,89.17,68.24,0.00
a831bc185bdd44c06847eae8df2d35cc281f65da,88.63,67.90,0.00
a831bc185bdd44c06847eae8df2d35cc281f65da,89.03,68.37,0.00
a831bc185bdd44c06847eae8df2d35cc281f65da,88.97,68.27,0.00
6f5cdd4534faf7db4b6c123651d6a606bc59b98c,88.77,68.15,0.00
6f5cdd4534faf7db4b6c123651d6a606bc59b98c,88.29,67.90,0.00
6f5cdd4534faf7db4b6c123651d6a606bc59b98c,88.47,68.01,0.00
6f5cdd4534faf7db4b6c123651d6a606bc59b98c,88.40,67.84,0.00
6f5cdd4534faf7db4b6c123651d6a606bc59b98c,88.62,68.22,0.00
713fdaa8b06a83f18b06811aba7b9bd7b7cbf1cb,88.67,68.15,0.00
713fdaa8b06a83f18b06811aba7b9bd7b7cbf1cb,88.73,68.18,0.00
713fdaa8b06a83f18b06811aba7b9bd7b7cbf1cb,88.72,68.12,0.00
713fdaa8b06a83f18b06811aba7b9bd7b7cbf1cb,88.42,68.07,0.00
713fdaa8b06a83f18b06811aba7b9bd7b7cbf1cb,88.52,68.13,0.00
f2e2b267cab8d7aa0b0a58c325546ee5070c0028,88.65,68.16,0.00
f2e2b267cab8d7aa0b0a58c325546ee5070c0028,88.79,68.14,0.00
f2e2b267cab8d7aa0b0a58c325546ee5070c0028,88.60,68.21,0.00
f2e2b267cab8d7aa0b0a58c325546ee5070c0028,88.62,68.15,0.00
f2e2b267cab8d7aa0b0a58c325546ee5070c0028,88.14,67.74,0.00
f49d7413d9a0d480ded6d448c1ef7475ae6cd1c9,88.53,68.08,0.00
f49d7413d9a0d480ded6d448c1ef7475ae6cd1c9,88.65,68.04,0.00
f49d7413d9a0d480ded6d448c1ef7475ae6cd1c9,88.80,68.08,0.00
f49d7413d9a0d480ded6d448c1ef7475ae6cd1c9,88.38,68.03,0.00
f49d7413d9a0d480ded6d448c1ef7475ae6cd1c9,88.52,68.08,0.00
51f038f8cbd5d8a95954c05bfcbbc32f2a313615,88.32,68.04,0.00
51f038f8cbd5d8a95954c05bfcbbc32f2a313615,88.75,68.12,0.00
51f038f8cbd5d8a95954c05bfcbbc32f2a313615,88.66,68.02,0.00
51f038f8cbd5d8a95954c05bfcbbc32f2a313615,89.39,68.49,0.00
51f038f8cbd5d8a95954c05bfcbbc32f2a313615,89.08,68.24,0.00
150356207c8d6a3e0af465b676430d19d62f884c,88.94,68.17,0.00
150356207c8d6a3e0af465b676430d19d62f884c,89.36,68.49,0.00
150356207c8d6a3e0af465b676430d19d62f884c,89.27,68.55,0.00
150356207c8d6a3e0af465b676430d19d62f884c,88.71,68.33,0.00
150356207c8d6a3e0af465b676430d19d62f884c,88.77,68.33,0.00
0dfc67d37ebb038be8a9b17b536d1b561d52e81a,88.32,67.81,0.00
0dfc67d37ebb038be8a9b17b536d1b561d52e81a,88.51,67.89,0.00
0dfc67d37ebb038be8a9b17b536d1b561d52e81a,88.56,68.12,0.00
0dfc67d37ebb038be8a9b17b536d1b561d52e81a,88.42,67.97,0.00
0dfc67d37ebb038be8a9b17b536d1b561d52e81a,87.97,67.69,0.00
75d91d6b39ea3e2fae8f027dcec01be2dca9594d,88.60,68.08,0.00
75d91d6b39ea3e2fae8f027dcec01be2dca9594d,88.71,68.07,0.00
75d91d6b39ea3e2fae8f027dcec01be2dca9594d,88.60,68.01,0.00
75d91d6b39ea3e2fae8f027dcec01be2dca9594d,88.83,68.24,0.00
75d91d6b39ea3e2fae8f027dcec01be2dca9594d,88.28,67.90,0.00
ea92eae122a3ccefa61087f84fd99b417fc9ee3c,88.58,68.11,0.00
ea92eae122a3ccefa61087f84fd99b417fc9ee3c,88.91,68.24,0.00
ea92eae122a3ccefa61087f84fd99b417fc9ee3c,88.27,67.82,0.00
ea92eae122a3ccefa61087f84fd99b417fc9ee3c,88.48,67.95,0.00
ea92eae122a3ccefa61087f84fd99b417fc9ee3c,88.39,68.10,0.00
4014e2479c7b0273f15bd0c9c017c5fe859b0d8f,88.51,67.88,0.00
4014e2479c7b0273f15bd0c9c017c5fe859b0d8f,88.87,68.17,0.00
4014e2479c7b0273f15bd0c9c017c5fe859b0d8f,88.78,68.09,0.00
4014e2479c7b0273f15bd0c9c017c5fe859b0d8f,88.32,67.71,0.00
4014e2479c7b0273f15bd0c9c017c5fe859b0d8f,87.96,67.68,0.00
ad2b57cb477b753293c25a01fc24c7f84ee523c2,88.35,67.93,0.00
ad2b57cb477b753293c25a01fc24c7f84ee523c2,88.72,68.20,0.00
ad2b57cb477b753293c25a01fc24c7f84ee523c2,88.95,68.23,0.00
ad2b57cb477b753293c25a01fc24c7f84ee523c2,89.33,68.36,0.00
ad2b57cb477b753293c25a01fc24c7f84ee523c2,89.44,68.27,0.00
c405264c031aceaf68dfd1546d6337afcebd48e5,89.15,68.13,0.00
c405264c031aceaf68dfd1546d6337afcebd48e5,88.96,68.19,0.00
c405264c031aceaf68dfd1546d6337afcebd48e5,89.14,68.39,0.00
c405264c031aceaf68dfd1546d6337afcebd48e5,88.47,68.02,0.00
c405264c031aceaf68dfd1546d6337afcebd48e5,88.90,68.26,0.00
2a9e91d796d091740489d951fa7780525e4275f1,88.82,68.16,0.00
2a9e91d796d091740489d951fa7780525e4275f1,88.40,67.76,0.00
2a9e91d796d091740489d951fa7780525e4275f1,88.76,68.18,0.00
2a9e91d796d091740489d951fa7780525e4275f1,88.80,68.22,0.00
2a9e91d796d091740489d951fa7780525e4275f1,88.76,68.26,0.00
2e28c7145747b3287283f13c9d2becd73a7c4a1f,88.33,68.02,0.00
2e28c7145747b3287283f13c9d2becd73a7c4a1f,88.48,67.98,0.00
2e28c7145747b3287283f13c9d2becd73a7c4a1f,88.33,67.95,0.00
2e28c7145747b3287283f13c9d2becd73a7c4a1f,88.56,68.20,0.00
2e28c7145747b3287283f13c9d2becd73a7c4a1f,88.28,67.99,0.00
75107217670a97b7b772833669d88c3c2f188e37,87.98,67.80,0.00
75107217670a97b7b772833669d88c3c2f188e37,88.43,67.94,0.00
75107217670a97b7b772833669d88c3c2f188e37,87.96,67.66,0.00
75107217670a97b7b772833669d88c3c2f188e37,88.24,67.97,0.00
75107217670a97b7b772833669d88c3c2f188e37,88.30,67.99,0.00
52ff32433734d03befd85a5bf00fba77d6501455,88.04,67.79,0.00
52ff32433734d03befd85a5bf00fba77d6501455,88.34,68.07,0.00
52ff32433734d03befd85a5bf00fba77d6501455,87.64,67.47,0.00
52ff32433734d03befd85a5bf00fba77d6501455,88.30,68.01,0.00
52ff32433734d03befd85a5bf00fba77d6501455,88.25,67.91,0.00
2655c81b5e92278b0fd51f6537c1116f8349b02a,88.25,68.06,0.00
2655c81b5e92278b0fd51f6537c1116f8349b02a,88.18,67.96,0.00
2655c81b5e92278b0fd51f6537c1116f8349b02a,88.35,67.93,0.00
2655c81b5e92278b0fd51f6537c1116f8349b02a,88.83,68.21,0.00
2655c81b5e92278b0fd51f6537c1116f8349b02a,89.01,68.09,0.00
35df4c2bc0500e60ba9d0d163d37a6d110d6841e,89.14,68.34,0.00
35df4c2bc0500e60ba9d0d163d37a6d110d6841e,89.12,68.26,0.00
35df4c2bc0500e60ba9d0d163d37a6d110d6841e,88.55,67.96,0.00
35df4c2bc0500e60ba9d0d163d37a6d110d6841e,88.24,67.85,0.00
35df4c2bc0500e60ba9d0d163d37a6d110d6841e,88.31,68.04,0.00
6f412814a8019700248229ce972530159a0d9872,88.35,68.01,0.00
6f412814a8019700248229ce972530159a0d9872,88.16,67.69,0.00
6f412814a8019700248229ce972530159a0d9872,88.37,67.97,0.00
6f412814a8019700248229ce972530159a0d9872,88.19,67.90,0.00
6f412814a8019700248229ce972530159a0d9872,88.09,67.76,0.00
5651d153031a7ee2581cdba9bff658031826cb50,88.26,67.84,0.00
5651d153031a7ee2581cdba9bff658031826cb50,88.43,67.99,0.00
5651d153031a7ee2581cdba9bff658031826cb50,88.29,67.98,0.00
5651d153031a7ee2581cdba9bff658031826cb50,88.03,67.66,0.00
5651d153031a7ee2581cdba9bff658031826cb50,88.52,67.96,0.00
63b246c90e7677c617faab1d3f6fc5c643b5e7cf,88.40,67.94,0.00
63b246c90e7677c617faab1d3f6fc5c643b5e7cf,88.32,67.90,0.00
63b246c90e7677c617faab1d3f6fc5c643b5e7cf,88.04,67.75,0.00
63b246c90e7677c617faab1d3f6fc5c643b5e7cf,88.40,67.96,0.00
63b246c90e7677c617faab1d3f6fc5c643b5e7cf,88.31,67.88,0.00
a7313c01d9b8db71ffb61dc1dd7c4ea928824b4b,88.26,67.78,0.00
a7313c01d9b8db71ffb61dc1dd7c4ea928824b4b,88.03,67.65,0.00
a7313c01d9b8db71ffb61dc1dd7c4ea928824b4b,88.31,67.86,0.00
a7313c01d9b8db71ffb61dc1dd7c4ea928824b4b,88.06,67.77,0.00
a7313c01d9b8db71ffb61dc1dd7c4ea928824b4b,88.06,67.65,0.00
00eb6073c088be9e7516dfc00a13ef520827b57c,88.12,67.83,0.00
00eb6073c088be9e7516dfc00a13ef520827b57c,88.37,67.95,0.00
00eb6073c088be9e7516dfc00a13ef520827b57c,88.48,68.05,0.00
00eb6073c088be9e7516dfc00a13ef520827b57c,88.17,67.84,0.00
00eb6073c088be9e7516dfc00a13ef520827b57c,87.87,67.64,0.00
0fc5a625d7cc4ad51fde9367de088b9ad3bd40f6,88.31,67.91,0.00
0fc5a625d7cc4ad51fde9367de088b9ad3bd40f6,88.38,67.93,0.00
0fc5a625d7cc4ad51fde9367de088b9ad3bd40f6,88.67,68.00,0.00
0fc5a625d7cc4ad51fde9367de088b9ad3bd40f6,88.76,68.10,0.00
0fc5a625d7cc4ad51fde9367de088b9ad3bd40f6,89.08,68.11,0.00
38cb8ec9fd70d25fca6b473de44cf61586238552,88.59,67.97,0.00
38cb8ec9fd70d25fca6b473de44cf61586238552,89.03,68.24,0.00
38cb8ec9fd70d25fca6b473de44cf61586238552,88.73,68.20,0.00
38cb8ec9fd70d25fca6b473de44cf61586238552,88.16,67.94,0.00
38cb8ec9fd70d25fca6b473de44cf61586238552,88.40,67.96,0.00
672da29bb3a209a727ae46c0df948d7eea69f2e2,88.15,67.89,0.00
672da29bb3a209a727ae46c0df948d7eea69f2e2,88.32,67.85,0.00
672da29bb3a209a727ae46c0df948d7eea69f2e2,88.42,67.87,0.00
672da29bb3a209a727ae46c0df948d7eea69f2e2,88.43,67.89,0.00
672da29bb3a209a727ae46c0df948d7eea69f2e2,88.14,67.66,0.00
1a8a1ad9a1e3179ce267baa551fb17b30624b4dd,88.34,67.89,0.00
1a8a1ad9a1e3179ce267baa551fb17b30624b4dd,88.36,67.83,0.00
1a8a1ad9a1e3179ce267baa551fb17b30624b4dd,87.86,67.56,0.00
1a8a1ad9a1e3179ce267baa551fb17b30624b4dd,87.95,67.58,0.00
1a8a1ad9a1e3179ce267baa551fb17b30624b4dd,88.28,67.87,0.00
94adc996e45cc5cad9352cc3271d3a1a2f5c4c22,88.12,67.59,0.00
94adc996e45cc5cad9352cc3271d3a1a2f5c4c22,88.69,68.06,0.00
94adc996e45cc5cad9352cc3271d3a1a2f5c4c22,89.16,68.17,0.00
94adc996e45cc5cad9352cc3271d3a1a2f5c4c22,89.18,68.23,0.00
94adc996e45cc5cad9352cc3271d3a1a2f5c4c22,89.00,68.01,0.00
f31c3a6647b5a5d056324a9c83e6b2c940ebec22,88.73,68.13,0.00
f31c3a6647b5a5d056324a9c83e6b2c940ebec22,88.82,68.14,0.00
f31c3a6647b5a5d056324a9c83e6b2c940ebec22,88.46,68.03,0.00
f31c3a6647b5a5d056324a9c83e6b2c940ebec22,88.38,68.02,0.00
f31c3a6647b5a5d056324a9c83e6b2c940ebec22,88.10,67.72,0.00
e34dbd6a0ae7a560a5508d51fc0bd142c5a320dc,87.93,67.66,0.00
e34dbd6a0ae7a560a5508d51fc0bd142c5a320dc,88.11,67.70,0.00
e34dbd6a0ae7a560a5508d51fc0bd142c5a320dc,88.26,67.92,0.00
e34dbd6a0ae7a560a5508d51fc0bd142c5a320dc,88.04,67.74,0.00
e34dbd6a0ae7a560a5508d51fc0bd142c5a320dc,88.13,67.71,0.00
16821252c504071f5c2012e415e59cbf5fb79820,88.36,68.05,0.00
16821252c504071f5c2012e415e59cbf5fb79820,88.17,67.74,0.00
16821252c504071f5c2012e415e59cbf5fb79820,88.58,68.05,0.00
16821252c504071f5c2012e415e59cbf5fb79820,88.23,67.81,0.00
16821252c504071f5c2012e415e59cbf5fb79820,88.51,68.04,0.00
cf54f70e14c218faf5019ffa2fa769ed73772ee8,88.44,67.77,0.00
cf54f70e14c218faf5019ffa2fa769ed73772ee8,88.60,68.06,0.00
cf54f70e14c218faf5019ffa2fa769ed73772ee8,88.86,68.04,0.00
cf54f70e14c218faf5019ffa2fa769ed73772ee8,89.25,68.36,0.00
cf54f70e14c218faf5019ffa2fa769ed73772ee8,89.47,68.32,0.00
94e17916689d38bc09bf35e602ed6f6276034b59,88.75,68.23,0.00
94e17916689d38bc09bf35e602ed6f6276034b59,88.33,67.79,0.00
94e17916689d38bc09bf35e602ed6f6276034b59,88.31,67.80,0.00
94e17916689d38bc09bf35e602ed6f6276034b59,88.20,67.67,0.00
94e17916689d38bc09bf35e602ed6f6276034b59,87.86,67.60,0.00
6b50590725aeae8a2aed06faa3238cb9f8771c1b,88.10,67.83,0.00
6b50590725aeae8a2aed06faa3238cb9f8771c1b,88.10,67.69,0.00
6b50590725aeae8a2aed06faa3238cb9f8771c1b,88.44,67.88,0.00
6b50590725aeae8a2aed06faa3238cb9f8771c1b,88.40,67.94,0.00
6b50590725aeae8a2aed06faa3238cb9f8771c1b,88.10,67.78,0.00
f7a248f56e94310a080051c4a709c08514fa48b1,88.30,68.00,0.00
f7a248f56e94310a080051c4a709c08514fa48b1,88.54,68.06,0.00
f7a248f56e94310a080051c4a709c08514fa48b1,88.28,67.93,0.00
f7a248f56e94310a080051c4a709c08514fa48b1,88.43,68.10,0.00
f7a248f56e94310a080051c4a709c08514fa48b1,89.49,68.12,0.00
