9fc5015334b7c4c2865c6e55f893cd4576e836a9,None
fda00ad22025a3086c2c3c34137d82656f6df357,None
64e421ebcc3c028c47cb8332160dff21b1de59c1,None
226f44192b972cfa90921be51b743d18d57d76ce,None
deed335330fdc3761d89aae251bfc85177dd22ec,0.24
15945db2ca7b76ac7c7ad5997963d83a9a486409,30.46
5bce580407d51fdf8e657029e7131246010efbc4,0.20
0f3e3eacacd587dec5972b72d9bd537f3dd18186,None
e19aa2bdc9b94c7b4ac495cf0a2567b8d181fa28,0.16
ffc4850eec92197ea825da9e2c338f11cf9dea70,30.50
acc0e7ef699262332369f83bef64bb60a6c0f7e8,None
723b61306b61c5552baa30159304e317a884fa9b,0.19
e19aa2bdc9b94c7b4ac495cf0a2567b8d181fa28,0.19
9fc5015334b7c4c2865c6e55f893cd4576e836a9,None
86a9cce70c264fc61a7b6a2f74088cef4fb0e3e4,30.67
91f18636683b881724715139a592590ecda527f6,0.15
d6112a68094a57f3d67a28ad76294f71b8a78ef3,30.48
d68117b1b4baff74c7938990dd0eeafd33ecf5d7,30.42
91f18636683b881724715139a592590ecda527f6,0.16
226f44192b972cfa90921be51b743d18d57d76ce,None
0f3e3eacacd587dec5972b72d9bd537f3dd18186,None
764a662c1dcb22351219745a6a1144e1a39415e1,30.56
0f3e3eacacd587dec5972b72d9bd537f3dd18186,None
7bbac919346a8074cc3a11d93b8ec3b6ea9226c5,None
e19aa2bdc9b94c7b4ac495cf0a2567b8d181fa28,0.15
b93c944154e8cb40ef09eb734d32c7f7e528781d,0.19
fda00ad22025a3086c2c3c34137d82656f6df357,None
d68117b1b4baff74c7938990dd0eeafd33ecf5d7,30.47
d6112a68094a57f3d67a28ad76294f71b8a78ef3,30.46
250369719f7bd6688261c87871c8de8b56499142,None
54adba2e2b579344d9d4c583836c0a526a3f1a2a,None
7272b6f442ca45f909cd193ced59a14bccf4eb68,None
41ae9d237f18966166bc8d0bb1bfba78fe338ba9,30.65
c3c582fe6edf6d1223b1866a13491dd2678f7afb,None
54adba2e2b579344d9d4c583836c0a526a3f1a2a,None
fda00ad22025a3086c2c3c34137d82656f6df357,None
d6112a68094a57f3d67a28ad76294f71b8a78ef3,30.51
250369719f7bd6688261c87871c8de8b56499142,None
ffc4850eec92197ea825da9e2c338f11cf9dea70,30.63
