fc2f176764c70fc9fc346a45c860dcfc246c574e,74146356,2
fc2f176764c70fc9fc346a45c860dcfc246c574e,75166189,2
fc2f176764c70fc9fc346a45c860dcfc246c574e,74853874,2
2e0ccedfa1b59d3213e473628b4976aa4987d93f,76873461,2
2e0ccedfa1b59d3213e473628b4976aa4987d93f,77166245,2
2e0ccedfa1b59d3213e473628b4976aa4987d93f,77452622,2
30ea5da70276b1b48e7a38ee6097bf0c9c9adfad,78266096,2
30ea5da70276b1b48e7a38ee6097bf0c9c9adfad,78603680,2
30ea5da70276b1b48e7a38ee6097bf0c9c9adfad,78610211,2
66a73380279be20b195768eb3497f25464150f17,78552167,2
66a73380279be20b195768eb3497f25464150f17,78707806,2
66a73380279be20b195768eb3497f25464150f17,78905926,2
ccaa0e3d56056d9f7a88032957730483a279071c,78864910,2
ccaa0e3d56056d9f7a88032957730483a279071c,78678936,2
ccaa0e3d56056d9f7a88032957730483a279071c,78341902,2
13f94700d91ae6cffd7844326536a2e8e065f35c,77008958,2
13f94700d91ae6cffd7844326536a2e8e065f35c,77714035,2
13f94700d91ae6cffd7844326536a2e8e065f35c,77609726,2
4456dc1d1f76df0a8a41318b1054bb775570bff5,78809308,2
4456dc1d1f76df0a8a41318b1054bb775570bff5,78851788,2
4456dc1d1f76df0a8a41318b1054bb775570bff5,77775802,2
704f995c495ed5ab03e9a189eb5d866bc00ce964,79006816,2
704f995c495ed5ab03e9a189eb5d866bc00ce964,78954815,2
704f995c495ed5ab03e9a189eb5d866bc00ce964,78840680,2
1a70de259dee795aa493d9dea2000663bd4db7cf,78794354,2
1a70de259dee795aa493d9dea2000663bd4db7cf,79242290,2
1a70de259dee795aa493d9dea2000663bd4db7cf,78468610,2
d26131e15857b9a7178dd215d558c7272fd09912,77726852,2
d26131e15857b9a7178dd215d558c7272fd09912,79823954,2
d26131e15857b9a7178dd215d558c7272fd09912,76843920,2
59c4ab5339fb9bf79bd81b99679122590ccdf416,78170088,2
59c4ab5339fb9bf79bd81b99679122590ccdf416,78790204,2
59c4ab5339fb9bf79bd81b99679122590ccdf416,78121871,2
cd5378e1ef708ca5481067fd22b52b410368d105,76682665,2
cd5378e1ef708ca5481067fd22b52b410368d105,77206346,2
cd5378e1ef708ca5481067fd22b52b410368d105,78335676,2
ea045b4755b0d0e0c5a9f5074616ac1968817d50,78602582,2
ea045b4755b0d0e0c5a9f5074616ac1968817d50,78844891,2
ea045b4755b0d0e0c5a9f5074616ac1968817d50,79240398,2
bfb67c60b285de46f4c916d576e01e3af8c47def,78767865,2
bfb67c60b285de46f4c916d576e01e3af8c47def,79401774,2
bfb67c60b285de46f4c916d576e01e3af8c47def,78690534,2
6bfbaf6bc6f2161f76b6181dcc1a7c0f2cc4638e,78943157,2
6bfbaf6bc6f2161f76b6181dcc1a7c0f2cc4638e,79049541,2
6bfbaf6bc6f2161f76b6181dcc1a7c0f2cc4638e,78859356,2
e908efe0b9bf6c48c0dd8136254147ca9782c897,78949994,2
e908efe0b9bf6c48c0dd8136254147ca9782c897,79354167,2
e908efe0b9bf6c48c0dd8136254147ca9782c897,80099161,2
1c3eecd821a945470f037794f8d0deed4248b5d6,79693095,2
1c3eecd821a945470f037794f8d0deed4248b5d6,79330608,2
